 value | value | time   
 26.88 | 27.79 | 2018-09-14 8 33 23.69933
 26.9 | 27.79 | 2018-09-14 8 34 23.766591
 26.92 | 27.79 | 2018-09-14 8 35 23.834445
 26.94 | 27.77 | 2018-09-14 8 36 23.889776
 26.92 | 27.79 | 2018-09-14 8 37 23.948414
 26.94 | 27.8 | 2018-09-14 8 38 24.022626
 26.93 | 27.81 | 2018-09-14 8 39 24.078719
 26.94 | 27.81 | 2018-09-14 8 40 24.129617
 26.93 | 27.81 | 2018-09-14 8 41 24.183963
 26.95 | 27.79 | 2018-09-14 8 42 24.250703
 26.93 | 27.79 | 2018-09-14 8 43 24.304659
 26.97 | 27.79 | 2018-09-14 8 44 24.376114
 26.93 | 27.8 | 2018-09-14 8 45 24.437138
 26.94 | 27.8 | 2018-09-14 8 46 24.494286
 26.95 | 27.8 | 2018-09-14 8 47 24.565511
 26.96 | 27.81 | 2018-09-14 8 48 24.632702
 26.96 | 27.81 | 2018-09-14 8 49 24.698723
 26.96 | 27.81 | 2018-09-14 8 50 24.75901
 26.99 | 27.82 | 2018-09-14 8 51 24.822292
 27.01 | 27.82 | 2018-09-14 8 52 24.887129
 26.95 | 27.82 | 2018-09-14 8 53 24.956296
 26.96 | 27.82 | 2018-09-14 8 54 25.024126
 26.98 | 27.81 | 2018-09-14 8 55 25.07337
 27 | 27.83 | 2018-09-14 8 56 25.137912
 26.98 | 27.82 | 2018-09-14 8 57 25.204576
 26.93 | 27.85 | 2018-09-14 8 58 25.263668
 26.99 | 27.83 | 2018-09-14 8 59 25.332469
 27.01 | 27.83 | 2018-09-14 9 0 25.393233
 26.99 | 27.81 | 2018-09-14 9 1 25.450094
 27.02 | 27.85 | 2018-09-14 9 2 25.526853
 27.01 | 27.83 | 2018-09-14 9 3 25.594342
 26.98 | 27.82 | 2018-09-14 9 4 25.655532
 26.99 | 27.82 | 2018-09-14 9 5 25.727706
 27.05 | 27.85 | 2018-09-14 9 6 25.785399
 27.03 | 27.85 | 2018-09-14 9 7 25.850571
 27.02 | 27.85 | 2018-09-14 9 8 25.931282
 27.1 | 27.85 | 2018-09-14 9 9 26.003148
 27.05 | 27.86 | 2018-09-14 9 10 26.071038
 27.04 | 27.87 | 2018-09-14 9 11 26.138402
 27.03 | 27.86 | 2018-09-14 9 12 26.207119
 27.05 | 27.85 | 2018-09-14 9 13 26.266881
 27.04 | 27.84 | 2018-09-14 9 14 26.341682
 27.04 | 27.85 | 2018-09-14 9 15 26.402977
 27.05 | 27.85 | 2018-09-14 9 16 26.458043
 27.04 | 27.88 | 2018-09-14 9 17 26.52237
 27.05 | 27.88 | 2018-09-14 9 18 26.583525
 27.02 | 27.89 | 2018-09-14 9 19 26.639583
 27.02 | 27.9 | 2018-09-14 9 20 26.708554
 26.99 | 27.87 | 2018-09-14 9 21 26.762685
 27.01 | 27.86 | 2018-09-14 9 22 26.826853
 27.04 | 27.88 | 2018-09-14 9 23 26.902015
 27.07 | 27.88 | 2018-09-14 9 24 26.972068
 27.05 | 27.86 | 2018-09-14 9 25 27.031057
 27.03 | 27.88 | 2018-09-14 9 26 27.104667
 27.03 | 27.88 | 2018-09-14 9 27 27.168416
 27.04 | 27.88 | 2018-09-14 9 28 27.228584
 27.04 | 27.87 | 2018-09-14 9 29 27.30847
 27.02 | 27.88 | 2018-09-14 9 30 27.380097
 27.01 | 27.87 | 2018-09-14 9 31 27.437548
 27.02 | 27.9 | 2018-09-14 9 32 27.519072
 27.04 | 27.9 | 2018-09-14 9 33 27.587818
 27.04 | 27.87 | 2018-09-14 9 34 27.652702
 27.02 | 27.89 | 2018-09-14 9 35 27.721061
 27.02 | 27.91 | 2018-09-14 9 36 27.775122
 27 | 27.91 | 2018-09-14 9 37 27.835039
 27.01 | 27.9 | 2018-09-14 9 38 27.903217
 26.99 | 27.9 | 2018-09-14 9 39 27.971253
 26.99 | 27.89 | 2018-09-14 9 40 28.031143
 26.99 | 27.88 | 2018-09-14 9 41 28.099907
 27.02 | 27.88 | 2018-09-14 9 42 28.159627
 27.01 | 27.88 | 2018-09-14 9 43 28.220939
 27.04 | 27.89 | 2018-09-14 9 44 28.295223
 27.07 | 27.89 | 2018-09-14 9 45 28.360054
 27.02 | 27.89 | 2018-09-14 9 46 28.419989
 27.03 | 27.9 | 2018-09-14 9 47 28.487991
 27.02 | 27.9 | 2018-09-14 9 48 28.559609
 27.03 | 27.9 | 2018-09-14 9 49 28.622051
 27.05 | 27.93 | 2018-09-14 9 50 28.68704
 27.06 | 27.9 | 2018-09-14 9 51 28.741725
 27.04 | 27.91 | 2018-09-14 9 52 28.80759
 27.02 | 27.91 | 2018-09-14 9 53 28.88432
 27.05 | 27.91 | 2018-09-14 9 54 28.954169
 26.98 | 27.91 | 2018-09-14 9 55 29.014752
 27.03 | 27.91 | 2018-09-14 9 56 29.08065
 27.02 | 27.91 | 2018-09-14 9 57 29.154335
 27.02 | 27.91 | 2018-09-14 9 58 29.213183
 27.02 | 27.94 | 2018-09-14 9 59 29.290949
 27.05 | 27.91 | 2018-09-14 10 0 29.354698
 27.04 | 27.92 | 2018-09-14 10 1 29.412737
 27.06 | 27.9 | 2018-09-14 10 2 29.488115
 27.04 | 27.9 | 2018-09-14 10 3 29.555545
 27.01 | 27.92 | 2018-09-14 10 4 29.609815
 27.01 | 27.93 | 2018-09-14 10 5 29.685236
 27.03 | 27.91 | 2018-09-14 10 6 29.743023
 27.03 | 27.91 | 2018-09-14 10 7 29.803234
 27.02 | 27.91 | 2018-09-14 10 8 29.882711
 27.04 | 27.93 | 2018-09-14 10 9 29.940312
 27.03 | 27.91 | 2018-09-14 10 10 29.992635
 27.04 | 27.93 | 2018-09-14 10 11 30.054404
 27.01 | 27.93 | 2018-09-14 10 12 30.115082
 27.03 | 27.92 | 2018-09-14 10 13 30.183806
 27.06 | 27.9 | 2018-09-14 10 14 30.253022
 27.02 | 27.91 | 2018-09-14 10 15 30.312048
 27.03 | 27.92 | 2018-09-14 10 16 30.36618
 27.05 | 27.91 | 2018-09-14 10 17 30.441192
 27.02 | 27.91 | 2018-09-14 10 18 30.504223
 27.04 | 27.93 | 2018-09-14 10 19 30.561602
 27.04 | 27.93 | 2018-09-14 10 20 30.632673
 27.01 | 27.91 | 2018-09-14 10 21 30.694452
 27.03 | 27.94 | 2018-09-14 10 22 30.753039
 27.04 | 27.93 | 2018-09-14 10 23 30.813459
 27.01 | 27.95 | 2018-09-14 10 24 30.874704
 27.02 | 27.92 | 2018-09-14 10 25 30.938248
 27 | 27.92 | 2018-09-14 10 26 30.998068
 27 | 27.93 | 2018-09-14 10 27 31.059365
 26.98 | 27.91 | 2018-09-14 10 28 31.114088
 26.99 | 27.91 | 2018-09-14 10 29 31.178215
 26.97 | 27.92 | 2018-09-14 10 30 31.183743
 27 | 27.92 | 2018-09-14 10 30 54.438047
 26.99 | 27.93 | 2018-09-14 10 31 54.48634
 26.99 | 27.91 | 2018-09-14 10 32 53.943273
 27 | 27.92 | 2018-09-14 10 33 53.993444
 26.99 | 27.9 | 2018-09-14 10 34 54.048911
 26.98 | 27.94 | 2018-09-14 10 35 54.126447
 26.99 | 27.91 | 2018-09-14 10 36 26.360949
 27 | 27.92 | 2018-09-14 10 36 46.483584
 27 | 27.93 | 2018-09-14 10 37 46.545776
 26.96 | 27.93 | 2018-09-14 10 38 46.567532
 26.95 | 27.95 | 2018-09-14 10 39 23.68197
 26.95 | 27.94 | 2018-09-14 10 39 49.434753
 26.96 | 27.91 | 2018-09-14 10 40 49.482243
 26.95 | 27.91 | 2018-09-14 10 41 49.540462
 26.96 | 27.9 | 2018-09-14 10 42 49.595065
 26.99 | 27.92 | 2018-09-14 10 43 49.656349
 26.95 | 27.92 | 2018-09-14 10 44 49.714523
 26.95 | 27.94 | 2018-09-14 10 45 49.761592
 26.93 | 27.92 | 2018-09-14 10 46 49.833519
 26.91 | 27.92 | 2018-09-14 10 47 49.862332
 26.95 | 27.91 | 2018-09-14 10 48 17.383998
 26.96 | 27.91 | 2018-09-14 10 48 42.230512
 26.92 | 27.93 | 2018-09-14 10 49 42.296347
 26.89 | 27.93 | 2018-09-14 10 50 42.364975
 26.84 | 27.9 | 2018-09-14 10 51 42.423724
 26.89 | 27.92 | 2018-09-14 10 52 42.488855
 26.89 | 27.89 | 2018-09-14 10 58 29.055887
 26.88 | 27.9 | 2018-09-14 10 59 29.074188
 26.85 | 27.92 | 2018-09-14 11 0 29.129094
 26.84 | 27.91 | 2018-09-14 11 1 0.212366
 26.83 | 27.92 | 2018-09-14 11 1 38.343019
 26.84 | 27.91 | 2018-09-14 11 2 38.40276
 26.85 | 27.9 | 2018-09-14 11 3 38.460706
 26.85 | 27.89 | 2018-09-14 11 4 38.526688
 26.85 | 27.91 | 2018-09-14 11 5 38.595714
 26.85 | 27.9 | 2018-09-14 11 6 38.649285
 26.84 | 27.89 | 2018-09-14 11 7 38.708038
 26.78 | 27.88 | 2018-09-14 11 8 38.778295
 26.82 | 27.88 | 2018-09-14 11 9 38.834401
 26.79 | 27.88 | 2018-09-14 11 10 38.889414
 26.82 | 27.89 | 2018-09-14 11 11 38.9573
 26.8 | 27.88 | 2018-09-14 11 12 39.015864
 26.85 | 27.9 | 2018-09-14 11 13 39.078802
 26.82 | 27.87 | 2018-09-14 11 14 39.148438
 26.83 | 27.88 | 2018-09-14 11 15 39.209179
 26.8 | 27.9 | 2018-09-14 11 16 39.272835
 26.79 | 27.88 | 2018-09-14 11 17 39.345181
 26.75 | 27.87 | 2018-09-14 11 18 39.397633
 26.84 | 27.86 | 2018-09-14 11 19 39.46144
 26.85 | 27.88 | 2018-09-14 11 20 39.532165
 26.78 | 27.87 | 2018-09-14 11 21 39.584925
 26.77 | 27.9 | 2018-09-14 11 22 39.649535
 26.73 | 27.87 | 2018-09-14 11 23 39.723437
 26.76 | 27.87 | 2018-09-14 11 24 39.775609
 26.76 | 27.85 | 2018-09-14 11 25 39.828545
 26.74 | 27.86 | 2018-09-14 11 26 39.886878
 26.71 | 27.87 | 2018-09-14 11 27 39.954543
 26.74 | 27.85 | 2018-09-14 11 28 40.01617
 26.75 | 27.84 | 2018-09-14 11 29 40.083895
 26.7 | 27.83 | 2018-09-14 11 30 40.143088
 26.72 | 27.84 | 2018-09-14 11 31 40.19893
 26.73 | 27.85 | 2018-09-14 11 32 40.272299
 26.71 | 27.85 | 2018-09-14 11 33 40.333335
 26.72 | 27.84 | 2018-09-14 11 34 40.389878
 26.7 | 27.84 | 2018-09-14 11 35 40.437015
 26.72 | 27.83 | 2018-09-14 11 36 40.500276
 26.71 | 27.84 | 2018-09-14 11 37 40.543383
 26.71 | 27.83 | 2018-09-14 11 38 40.611413
 26.72 | 27.82 | 2018-09-14 11 39 40.660101
 26.69 | 27.81 | 2018-09-14 11 40 40.715851
 26.7 | 27.82 | 2018-09-14 11 41 40.772905
 26.69 | 27.81 | 2018-09-14 11 42 40.834792
 26.7 | 27.81 | 2018-09-14 11 43 40.893929
 26.66 | 27.8 | 2018-09-14 11 44 40.965633
 26.68 | 27.81 | 2018-09-14 11 45 41.027495
 26.67 | 27.8 | 2018-09-14 11 46 41.084006
 26.64 | 27.81 | 2018-09-14 11 47 41.152351
 26.65 | 27.83 | 2018-09-14 11 48 41.206311
 26.65 | 27.82 | 2018-09-14 11 49 41.272721
 26.63 | 27.79 | 2018-09-14 11 50 41.343912
 26.67 | 27.81 | 2018-09-14 11 51 41.398606
 26.63 | 27.8 | 2018-09-14 11 52 41.492249
 26.59 | 27.79 | 2018-09-14 11 53 41.565935
 26.58 | 27.79 | 2018-09-14 11 54 41.624489
 26.66 | 27.78 | 2018-09-14 11 55 41.679441
 26.65 | 27.77 | 2018-09-14 11 56 41.751005
 26.68 | 27.77 | 2018-09-14 11 57 41.806959
 26.68 | 27.78 | 2018-09-14 11 58 41.869199
 26.66 | 27.78 | 2018-09-14 11 59 41.94544
 26.64 | 27.76 | 2018-09-14 12 0 41.999515
 26.64 | 27.77 | 2018-09-14 12 1 42.065194
 26.63 | 27.76 | 2018-09-14 12 2 42.133238
 26.6 | 27.76 | 2018-09-14 12 3 42.191945
 26.63 | 27.76 | 2018-09-14 12 4 42.253804
 26.61 | 27.78 | 2018-09-14 12 5 42.322097
 26.63 | 27.75 | 2018-09-14 12 6 42.377138
 26.67 | 27.76 | 2018-09-14 12 7 42.431486
 26.62 | 27.78 | 2018-09-14 12 8 42.495888
 26.64 | 27.8 | 2018-09-14 12 9 42.550428
 26.69 | 27.8 | 2018-09-14 12 10 42.613389
 26.69 | 27.77 | 2018-09-14 12 11 42.682882
 26.73 | 27.83 | 2018-09-14 12 12 42.739318
 26.74 | 27.79 | 2018-09-14 12 13 42.803737
 26.68 | 27.8 | 2018-09-14 12 14 42.872956
 26.68 | 27.78 | 2018-09-14 12 15 42.932217
 26.68 | 27.76 | 2018-09-14 12 16 42.998189
 26.63 | 27.76 | 2018-09-14 12 17 43.074542
 26.67 | 27.75 | 2018-09-14 12 18 43.127048
 26.64 | 27.73 | 2018-09-14 12 19 43.195223
 26.66 | 27.77 | 2018-09-14 12 20 43.266429
 26.62 | 27.75 | 2018-09-14 12 21 43.329903
 26.64 | 27.72 | 2018-09-14 12 22 43.397558
 26.66 | 27.74 | 2018-09-14 12 23 43.469614
 26.65 | 27.75 | 2018-09-14 12 24 43.522562
 26.64 | 27.74 | 2018-09-14 12 25 43.575211
 26.7 | 27.74 | 2018-09-14 12 26 43.639627
 26.63 | 27.76 | 2018-09-14 12 27 43.694728
 26.61 | 27.78 | 2018-09-14 12 28 43.768253
 26.64 | 27.76 | 2018-09-14 12 29 43.843084
 26.66 | 27.74 | 2018-09-14 12 30 43.897898
 26.57 | 27.73 | 2018-09-14 12 31 43.957258
 26.62 | 27.69 | 2018-09-14 12 32 44.027031
 26.64 | 27.71 | 2018-09-14 12 33 44.085594
 26.63 | 27.69 | 2018-09-14 12 34 44.144276
 26.6 | 27.7 | 2018-09-14 12 35 44.207285
 26.63 | 27.7 | 2018-09-14 12 36 44.263237
 26.65 | 27.72 | 2018-09-14 12 37 44.326413
 26.57 | 27.7 | 2018-09-14 12 38 44.392134
 26.61 | 27.7 | 2018-09-14 12 39 44.445906
 26.63 | 27.68 | 2018-09-14 12 40 44.501536
 26.59 | 27.69 | 2018-09-14 12 41 44.565924
 26.64 | 27.69 | 2018-09-14 12 42 44.623458
 26.63 | 27.68 | 2018-09-14 12 43 44.687787
 26.62 | 27.68 | 2018-09-14 12 44 44.763052
 26.61 | 27.68 | 2018-09-14 12 45 44.814227
 26.61 | 27.67 | 2018-09-14 12 46 44.876298
 26.61 | 27.68 | 2018-09-14 12 47 44.952097
 26.57 | 27.69 | 2018-09-14 12 48 45.011417
 26.6 | 27.69 | 2018-09-14 12 49 45.069586
 26.61 | 27.67 | 2018-09-14 12 50 45.1336
 26.56 | 27.66 | 2018-09-14 12 51 45.186885
 26.61 | 27.67 | 2018-09-14 12 52 45.253216
 26.59 | 27.67 | 2018-09-14 12 53 45.322723
 26.59 | 27.66 | 2018-09-14 12 54 45.377117
 26.59 | 27.68 | 2018-09-14 12 55 45.426986
 26.6 | 27.64 | 2018-09-14 12 56 45.48753
 26.58 | 27.63 | 2018-09-14 12 57 45.544576
 26.53 | 27.65 | 2018-09-14 12 58 45.616439
 26.54 | 27.63 | 2018-09-14 12 59 45.688909
 26.56 | 27.63 | 2018-09-14 13 0 45.746501
 26.56 | 27.64 | 2018-09-14 13 1 45.800283
 26.59 | 27.66 | 2018-09-14 13 2 45.864068
 26.59 | 27.66 | 2018-09-14 13 3 45.909772
 26.58 | 27.64 | 2018-09-14 13 4 45.979032
